Drug1,Drug2,Cell_Line,Senstivity,Synergy,Fold
METHOTREXATE,DASATINIB,NCIH1650,28.59895,7.539665511,4
METHOTREXATE,DASATINIB,MSTO,35.8091,-14.52161227,4
METHOTREXATE,DASATINIB,MDAMB436,23.94805,-2.64840768,4
METHOTREXATE,DASATINIB,LOVO,26.892,10.30840849,4
METHOTREXATE,DASATINIB,LNCAP,20.8446,7.01414984,4
METHOTREXATE,DASATINIB,KPL1,19.98025,-4.338523753,4
METHOTREXATE,DASATINIB,HT29,27.41535,-14.45011672,4
METHOTREXATE,DASATINIB,HT144,0.04085,-34.24175021,4
METHOTREXATE,DASATINIB,HCT116,39.741,-35.35244429,4
METHOTREXATE,DASATINIB,EFM192B,8.26215,10.59022821,4
METHOTREXATE,DASATINIB,DLD1,28.77685,-7.324625333,4
METHOTREXATE,DASATINIB,COLO320DM,37.3183,1.523015673,4
METHOTREXATE,DASATINIB,CAOV3,28.20385,-9.673984038,4
METHOTREXATE,DASATINIB,A427,35.19135,6.637118174,4
METHOTREXATE,DASATINIB,A375,27.7098,-11.07887222,4
METHOTREXATE,DASATINIB,A2780,41.02575,5.854287038,4
METHOTREXATE,DASATINIB,A2058,39.8115,-9.892372863,4
METHOTREXATE,BORTEZOMIB,ZR751,14.166,-39.87206359,2
METHOTREXATE,BORTEZOMIB,UWB1289,33.88755,-20.26423069,2
METHOTREXATE,BORTEZOMIB,UACC62,32.87305,-18.47629284,2
METHOTREXATE,BORTEZOMIB,T47D,27.5038,-34.99574126,2
METHOTREXATE,BORTEZOMIB,SW837,33.25205,-1.299961385,2
METHOTREXATE,BORTEZOMIB,SW620,39.58175,-11.8587952,2
METHOTREXATE,BORTEZOMIB,SKMES1,38.02095,-13.25514519,2
METHOTREXATE,BORTEZOMIB,RKO,41.9341,-29.13647934,2
METHOTREXATE,BORTEZOMIB,PA1,23.8264,-35.73196175,2
METHOTREXATE,BORTEZOMIB,OVCAR3,19.96665,-38.99090334,2
METHOTREXATE,BORTEZOMIB,NCIH520,20.4149,-34.76633177,2
METHOTREXATE,BORTEZOMIB,NCIH2122,40.05775,-21.51142905,2
METHOTREXATE,BORTEZOMIB,NCIH1650,30.6351,-28.29071378,2
METHOTREXATE,BORTEZOMIB,MSTO,44.8837,-7.967423776,2
METHOTREXATE,BORTEZOMIB,MDAMB436,38.0654,-5.513679445,2
METHOTREXATE,BORTEZOMIB,HCT116,41.2157,-22.5307353,2
METHOTREXATE,BORTEZOMIB,ES2,27.2416,-29.02433517,2
METHOTREXATE,BORTEZOMIB,DLD1,37.92995,-7.44436408,2
METHOTREXATE,BORTEZOMIB,COLO320DM,40.8514,-28.06396323,2
METHOTREXATE,BORTEZOMIB,CAOV3,29.1056,-20.95464613,2
METHOTREXATE,BORTEZOMIB,A427,38.8633,-8.336389326,2
METHOTREXATE,BORTEZOMIB,A375,39.682,-16.89549853,2
METHOTREXATE,BORTEZOMIB,A2780,40.3558,-16.77236772,2
METHOTREXATE,BORTEZOMIB,A2058,43.0224,-28.03309248,2
METHOTREXATE,BEZ-235,ZR751,27.7248,-6.989471757,0
METHOTREXATE,BEZ-235,VCAP,21.0499,-30.57954225,0
METHOTREXATE,BEZ-235,UWB1289,32.1836,-9.940996808,0
METHOTREXATE,BEZ-235,UACC62,29.1051,-6.285283318,0
METHOTREXATE,BEZ-235,SW837,32.06115,10.8716199,0
METHOTREXATE,BEZ-235,SW620,36.7654,-19.46207595,0
METHOTREXATE,BEZ-235,SKOV3,22.1202,6.541512429,0
METHOTREXATE,BEZ-235,SKMES1,33.88865,-19.01194681,0
METHOTREXATE,BEZ-235,SKMEL30,31.882,-3.880449615,0
METHOTREXATE,BEZ-235,RPMI7951,25.4997,-30.63826516,0
METHOTREXATE,BEZ-235,RKO,43.182,-28.04532216,0
METHOTREXATE,BEZ-235,PA1,27.6631,-32.96232274,0
METHOTREXATE,BEZ-235,OVCAR3,20.52465,-35.28896071,0
METHOTREXATE,BEZ-235,OV90,23.61975,5.443643778,0
METHOTREXATE,BEZ-235,NCIH520,32.5012,-8.97233779,0
METHOTREXATE,BEZ-235,NCIH23,29.79475,-31.96671719,0
METHOTREXATE,BEZ-235,NCIH2122,40.19015,-11.09106924,0
METHOTREXATE,BEZ-235,NCIH1650,12.5406,-6.201647618,0
METHOTREXATE,BEZ-235,MSTO,38.65605,-23.31530174,0
METHOTREXATE,BEZ-235,MDAMB436,24.5246,-13.48337625,0
METHOTREXATE,BEZ-235,LOVO,31.37115,7.175530374,0
METHOTREXATE,BEZ-235,LNCAP,32.82785,48.29250264,0
METHOTREXATE,BEZ-235,KPL1,29.4685,-16.20786001,0
METHOTREXATE,BEZ-235,HT29,25.988,-6.020533594,0
METHOTREXATE,BEZ-235,HT144,22.5333,7.257559958,0
METHOTREXATE,BEZ-235,HCT116,40.6769,-41.02096824,0
METHOTREXATE,BEZ-235,ES2,24.65055,-12.19126927,0
METHOTREXATE,BEZ-235,EFM192B,23.27505,9.464034613,0
METHOTREXATE,BEZ-235,DLD1,26.5835,-16.9202632,0
METHOTREXATE,BEZ-235,COLO320DM,36.2571,-6.803307176,0
METHOTREXATE,BEZ-235,CAOV3,22.24895,-17.50490635,0
METHOTREXATE,BEZ-235,A427,30.98365,-8.949540554,0
METHOTREXATE,BEZ-235,A375,30.8433,-25.61862021,0
METHOTREXATE,BEZ-235,A2780,39.7189,-16.82481039,0
METHOTREXATE,BEZ-235,A2058,37.98815,-38.0121297,0
METHOTREXATE,AZD1775,ZR751,15.74715,-13.97769032,0
METHOTREXATE,AZD1775,VCAP,21.9082,-27.39232671,0
METHOTREXATE,AZD1775,UWB1289,37.90435,23.29803103,0
METHOTREXATE,AZD1775,UACC62,24.1383,1.539333827,0
METHOTREXATE,AZD1775,T47D,12.89905,-13.49902402,0
METHOTREXATE,AZD1775,SW837,20.3159,-13.10600229,0
METHOTREXATE,AZD1775,SW620,34.63795,-15.17262545,0
METHOTREXATE,AZD1775,SKOV3,12.5293,8.705295262,0
METHOTREXATE,AZD1775,SKMES1,36.0878,-13.50511874,0
METHOTREXATE,AZD1775,SKMEL30,28.6899,-9.694797511,0
METHOTREXATE,AZD1775,RPMI7951,28.5063,-9.0067378,0
METHOTREXATE,AZD1775,RKO,38.87035,-16.78835289,0
METHOTREXATE,AZD1775,OV90,17.22375,1.179301893,0
METHOTREXATE,AZD1775,NCIH520,11.91255,-18.27517586,0
METHOTREXATE,AZD1775,NCIH23,39.0979,-17.97365095,0
METHOTREXATE,AZD1775,NCIH2122,38.39625,-1.48186242,0
METHOTREXATE,AZD1775,NCIH1650,13.77995,-5.78683354,0
METHOTREXATE,AZD1775,MSTO,38.89635,-14.68436586,0
METHOTREXATE,AZD1775,MDAMB436,27.2322,-4.057477136,0
METHOTREXATE,AZD1775,LNCAP,10.3491,-25.20689136,0
METHOTREXATE,AZD1775,KPL1,19.98415,-13.00411063,0
METHOTREXATE,AZD1775,HT29,24.48595,-19.6274971,0
METHOTREXATE,AZD1775,HT144,9.1195,9.763865721,0
METHOTREXATE,AZD1775,HCT116,39.4505,-20.04582991,0
METHOTREXATE,AZD1775,ES2,27.14535,-2.632905328,0
METHOTREXATE,AZD1775,EFM192B,12.2949,-7.479607159,0
METHOTREXATE,AZD1775,COLO320DM,33.3778,-16.89325415,0
METHOTREXATE,AZD1775,CAOV3,28.8403,25.15113744,0
METHOTREXATE,AZD1775,A427,37.8373,-10.2741063,0
METHOTREXATE,AZD1775,A375,27.7055,1.219661837,0
METHOTREXATE,AZD1775,A2780,42.19515,-3.648519996,0
METHOTREXATE,AZD1775,A2058,38.572,-15.7931997,0
METHOTREXATE,ABT-888,VCAP,26.54925,4.615002795,3
METHOTREXATE,ABT-888,UWB1289,29.6626,-0.179443158,3
METHOTREXATE,ABT-888,UACC62,19.87515,2.354665449,3
METHOTREXATE,ABT-888,SW837,21.4347,8.080889694,3
METHOTREXATE,ABT-888,SW620,36.6372,-7.447236875,3
METHOTREXATE,ABT-888,SKOV3,0.00115,-0.401220452,3
METHOTREXATE,ABT-888,SKMES1,34.94215,0.302172248,3
METHOTREXATE,ABT-888,RPMI7951,24.77035,13.4134956,3
METHOTREXATE,ABT-888,RKO,41.86475,-19.58169784,3
METHOTREXATE,ABT-888,OV90,14.07005,-5.954565928,3
METHOTREXATE,ABT-888,NCIH2122,41.70135,7.799980559,3
METHOTREXATE,ABT-888,NCIH1650,2.5994,-8.966644609,3
METHOTREXATE,ABT-888,MSTO,42.105,-10.42339192,3
METHOTREXATE,ABT-888,MDAMB436,25.015,1.354225445,3
METHOTREXATE,ABT-888,LOVO,0,-15.09554516,3
METHOTREXATE,ABT-888,LNCAP,3.38105,-14.94123794,3
METHOTREXATE,ABT-888,KPL1,18.7052,-1.71327251,3
METHOTREXATE,ABT-888,HT144,0.0812,-0.032445275,3
METHOTREXATE,ABT-888,HCT116,37.03075,-21.65183373,3
METHOTREXATE,ABT-888,ES2,15.51075,4.635311674,3
METHOTREXATE,ABT-888,EFM192B,8.3369,12.99067126,3
METHOTREXATE,ABT-888,COLO320DM,36.83265,0.37121568,3
METHOTREXATE,ABT-888,CAOV3,18.78055,-2.404475577,3
METHOTREXATE,ABT-888,A427,36.5083,9.514930204,3
METHOTREXATE,ABT-888,A375,23.1483,-7.551223353,3
METHOTREXATE,ABT-888,A2780,37.98945,-4.219367541,3
METHOTREXATE,ABT-888,A2058,39.24395,-20.92611544,3
METFORMIN,GELDANAMYCIN,ZR751,27.87975,-19.42750635,3
METFORMIN,GELDANAMYCIN,VCAP,1.3211,-15.40444384,3
METFORMIN,GELDANAMYCIN,UWB1289,2.7972,-12.27541868,3
METFORMIN,GELDANAMYCIN,UACC62,20.8419,-12.09323954,3
METFORMIN,GELDANAMYCIN,T47D,1.6455,-8.033921487,3
METFORMIN,GELDANAMYCIN,SKOV3,22.6359,-15.06588144,3
METFORMIN,GELDANAMYCIN,SKMES1,23.73805,8.01383094,3
METFORMIN,GELDANAMYCIN,SKMEL30,3.8894,-4.324910107,3
METFORMIN,GELDANAMYCIN,RPMI7951,30.60905,-18.33544803,3
METFORMIN,GELDANAMYCIN,PA1,2.01955,6.062227963,3
METFORMIN,GELDANAMYCIN,OVCAR3,12.49845,-10.03022529,3
METFORMIN,GELDANAMYCIN,OV90,29.39735,-16.80050416,3
METFORMIN,GELDANAMYCIN,NCIH23,28.74915,-14.94304843,3
METFORMIN,GELDANAMYCIN,NCIH2122,32.5156,-11.34394095,3
METFORMIN,GELDANAMYCIN,NCIH1650,22.9408,-8.876418764,3
METFORMIN,GELDANAMYCIN,LOVO,2.56885,-14.01295594,3
METFORMIN,GELDANAMYCIN,LNCAP,17.7226,27.29410708,3
METFORMIN,GELDANAMYCIN,KPL1,16.32745,-12.12358589,3
METFORMIN,GELDANAMYCIN,HT29,38.31675,-10.55194736,3
METFORMIN,GELDANAMYCIN,HCT116,12.7015,-0.566734268,3
METFORMIN,GELDANAMYCIN,ES2,1.6394,-14.91922498,3
METFORMIN,GELDANAMYCIN,EFM192B,16.47385,-6.718756537,3
METFORMIN,GELDANAMYCIN,COLO320DM,0.10785,-3.700843975,3
METFORMIN,GELDANAMYCIN,A375,15.80655,-3.00240968,3
METFORMIN,GELDANAMYCIN,A2780,25.6572,-11.48486153,3
METFORMIN,GELDANAMYCIN,A2058,27.0792,3.126791512,3
METFORMIN,ZOLINZA,VCAP,17.18505,22.24739726,4
METFORMIN,ZOLINZA,UWB1289,16.54335,9.926017982,4
METFORMIN,ZOLINZA,UACC62,15.357,-1.488001614,4
METFORMIN,ZOLINZA,T47D,9.93305,55.63110511,4
METFORMIN,ZOLINZA,SW837,15.2602,6.904532043,4
METFORMIN,ZOLINZA,SW620,13.2286,8.215289545,4
METFORMIN,ZOLINZA,SKOV3,13.52665,15.11047437,4
METFORMIN,ZOLINZA,SKMES1,10.15375,7.087994549,4
METFORMIN,ZOLINZA,SKMEL30,13.3564,2.422808858,4
METFORMIN,ZOLINZA,RPMI7951,10.0431,5.136172152,4
METFORMIN,ZOLINZA,RKO,12.56505,8.397471564,4
METFORMIN,ZOLINZA,OVCAR3,9.3275,15.62526356,4
METFORMIN,ZOLINZA,OV90,5.5644,3.060698,4
METFORMIN,ZOLINZA,NCIH520,16.4309,2.992297992,4
METFORMIN,ZOLINZA,NCIH460,3.77425,-4.584454212,4
METFORMIN,ZOLINZA,NCIH23,8.62315,-5.788244081,4
METFORMIN,ZOLINZA,NCIH1650,7.7497,7.312360596,4
METFORMIN,ZOLINZA,MSTO,8.1132,-1.894103893,4
METFORMIN,ZOLINZA,MDAMB436,9.0185,5.055631233,4
METFORMIN,ZOLINZA,LOVO,22.8505,1.45626137,4
METFORMIN,ZOLINZA,LNCAP,28.254,7.316171095,4
METFORMIN,ZOLINZA,KPL1,14.92875,2.983745371,4
METFORMIN,ZOLINZA,HT144,12.43285,-2.70673511,4
METFORMIN,ZOLINZA,ES2,15.3539,-4.667402747,4
METFORMIN,ZOLINZA,EFM192B,5.15625,6.520262995,4
METFORMIN,ZOLINZA,DLD1,10.87485,7.151684775,4
METFORMIN,ZOLINZA,CAOV3,8.80575,3.911608409,4
METFORMIN,ZOLINZA,A375,5.37205,3.35260004,4
METFORMIN,ZOLINZA,A2780,16.68325,7.43764152,4
METFORMIN,ZOLINZA,A2058,11.16975,6.478402999,4
METFORMIN,TEMOZOLOMIDE,ZR751,1.24045,-71.78942558,3
METFORMIN,TEMOZOLOMIDE,VCAP,1.24045,-11.69491228,3
METFORMIN,TEMOZOLOMIDE,UWB1289,9.2154,6.953316611,3
METFORMIN,TEMOZOLOMIDE,UACC62,0.9095,-5.562166809,3
METFORMIN,TEMOZOLOMIDE,T47D,1.24045,-2.049060818,3
METFORMIN,TEMOZOLOMIDE,SW837,0,-15.55652416,3
METFORMIN,TEMOZOLOMIDE,SW620,20.1866,-0.723835669,3
METFORMIN,TEMOZOLOMIDE,SKOV3,0.9068,-14.10132845,3
METFORMIN,TEMOZOLOMIDE,SKMES1,1.22245,8.452271279,3
METFORMIN,TEMOZOLOMIDE,SKMEL30,1.07735,3.091704752,3
METFORMIN,TEMOZOLOMIDE,RPMI7951,3.39675,4.331987322,3
METFORMIN,TEMOZOLOMIDE,RKO,0,0.827358213,3
METFORMIN,TEMOZOLOMIDE,PA1,1.718,1.58160673,3
METFORMIN,TEMOZOLOMIDE,OVCAR3,0,-10.2103003,3
METFORMIN,TEMOZOLOMIDE,OV90,0,-2.289828856,3
METFORMIN,TEMOZOLOMIDE,NCIH520,0.193,-1.731889326,3
METFORMIN,TEMOZOLOMIDE,NCIH460,2.6215,-9.901977541,3
METFORMIN,TEMOZOLOMIDE,NCIH23,2.1347,-7.064671021,3
METFORMIN,TEMOZOLOMIDE,NCIH2122,1.66525,-3.057758777,3
METFORMIN,TEMOZOLOMIDE,NCIH1650,1.24045,-9.075224068,3
METFORMIN,TEMOZOLOMIDE,MSTO,2.62955,-5.18881613,3
METFORMIN,TEMOZOLOMIDE,MDAMB436,0.65195,-2.016427238,3
METFORMIN,TEMOZOLOMIDE,LOVO,0,-5.98966918,3
METFORMIN,TEMOZOLOMIDE,LNCAP,0.50815,-4.155337634,3
METFORMIN,TEMOZOLOMIDE,KPL1,2.14725,-20.66547168,3
METFORMIN,TEMOZOLOMIDE,HT29,0,-1.393987201,3
METFORMIN,TEMOZOLOMIDE,HT144,1.24045,-10.42096896,3
METFORMIN,TEMOZOLOMIDE,HCT116,0,-5.325345132,3
METFORMIN,TEMOZOLOMIDE,ES2,12.7066,-2.179727699,3
METFORMIN,TEMOZOLOMIDE,EFM192B,2.14725,-30.51532048,3
METFORMIN,TEMOZOLOMIDE,DLD1,1.24045,-4.416578923,3
METFORMIN,TEMOZOLOMIDE,COLO320DM,16.1658,1.594488126,3
METFORMIN,TEMOZOLOMIDE,CAOV3,2.14725,-89.92810381,3
METFORMIN,TEMOZOLOMIDE,A427,16.04865,-5.560474322,3
METFORMIN,TEMOZOLOMIDE,A375,0.64215,-3.794762052,3
METFORMIN,TEMOZOLOMIDE,A2780,0.56895,-5.308425827,3
METFORMIN,TEMOZOLOMIDE,A2058,18.16925,0.866064831,3
METFORMIN,SUNITINIB,ZR751,1.7871,-9.124291476,1
METFORMIN,SUNITINIB,VCAP,3.2405,14.69403263,1
METFORMIN,SUNITINIB,UWB1289,16.74325,9.888575421,1
METFORMIN,SUNITINIB,UACC62,10.9805,8.018641754,1
METFORMIN,SUNITINIB,T47D,7.88385,18.87622403,1
METFORMIN,SUNITINIB,SW837,9.17845,-7.606401486,1
METFORMIN,SUNITINIB,SW620,24.47295,2.934422192,1
METFORMIN,SUNITINIB,SKOV3,20.11895,6.810232217,1
METFORMIN,SUNITINIB,SKMES1,16.89995,6.073862943,1
METFORMIN,SUNITINIB,SKMEL30,10.21365,3.588776079,1
METFORMIN,SUNITINIB,RPMI7951,0.8322,-3.598395656,1
METFORMIN,SUNITINIB,RKO,22.4401,8.650490033,1
METFORMIN,SUNITINIB,PA1,20.0874,7.486967893,1
METFORMIN,SUNITINIB,OVCAR3,1.24165,0.621207676,1
METFORMIN,SUNITINIB,OV90,2.28585,6.505214719,1
METFORMIN,SUNITINIB,NCIH460,2.93545,-0.078163244,1
METFORMIN,SUNITINIB,NCIH23,18.085,2.791097149,1
METFORMIN,SUNITINIB,NCIH2122,11.7577,3.972264382,1
METFORMIN,SUNITINIB,NCIH1650,8.6191,5.722080744,1
METFORMIN,SUNITINIB,MSTO,15.86935,1.642893589,1
METFORMIN,SUNITINIB,MDAMB436,12.26255,4.417638022,1
METFORMIN,SUNITINIB,LOVO,29.83265,1.199822329,1
METFORMIN,SUNITINIB,LNCAP,16.5977,-0.048804222,1
METFORMIN,SUNITINIB,KPL1,21.90795,8.879606005,1
METFORMIN,SUNITINIB,HT29,23.5963,5.933377893,1
METFORMIN,SUNITINIB,HT144,7.53765,-0.323460626,1
METFORMIN,SUNITINIB,ES2,10.2495,2.76662197,1
METFORMIN,SUNITINIB,EFM192B,2.9472,13.59883962,1
METFORMIN,SUNITINIB,DLD1,10.2983,5.519990981,1
METFORMIN,SUNITINIB,COLO320DM,20.96915,7.434813356,1
METFORMIN,SUNITINIB,CAOV3,17.0227,1.676009134,1
METFORMIN,SUNITINIB,A427,28.0284,8.06555096,1
METFORMIN,SUNITINIB,A375,17.95125,7.978172272,1
METFORMIN,SUNITINIB,A2780,27.1359,8.880945513,1
METFORMIN,SUNITINIB,A2058,20.80335,7.388158405,1
METFORMIN,SORAFENIB,VCAP,11.7417,7.44702246,3
METFORMIN,SORAFENIB,UWB1289,33.4135,5.991005121,3
METFORMIN,SORAFENIB,T47D,21.2254,9.988871139,3
METFORMIN,SORAFENIB,SKMEL30,31.17655,8.288801309,3
METFORMIN,SORAFENIB,RKO,24.7589,15.32760017,3
METFORMIN,SORAFENIB,PA1,31.39775,9.856902411,3
METFORMIN,SORAFENIB,OVCAR3,6.36025,-5.966610796,3
METFORMIN,SORAFENIB,OV90,26.2921,8.27952233,3
METFORMIN,SORAFENIB,NCIH2122,24.9469,7.185975528,3
METFORMIN,SORAFENIB,MDAMB436,17.92695,4.111716874,3
METFORMIN,SORAFENIB,LNCAP,26.06235,10.85449093,3
METFORMIN,SORAFENIB,KPL1,24.6128,-1.787536289,3
METFORMIN,SORAFENIB,HT29,22.4668,1.843387247,3
METFORMIN,SORAFENIB,HT144,25.95155,8.470108495,3
METFORMIN,SORAFENIB,ES2,23.63635,4.653439493,3
METFORMIN,SORAFENIB,EFM192B,13.5783,7.089829985,3
METFORMIN,SORAFENIB,COLO320DM,20.77085,3.594039858,3
METFORMIN,SORAFENIB,CAOV3,18.02495,-2.978858743,3
METFORMIN,SORAFENIB,A2780,34.91815,5.400143838,3
METFORMIN,PD325901,ZR751,6.1596,-17.79385017,1
METFORMIN,PD325901,VCAP,1.24045,-11.27055053,1
METFORMIN,PD325901,UWB1289,7.44475,13.93343239,1
METFORMIN,PD325901,UACC62,27.13695,-8.753620671,1
METFORMIN,PD325901,T47D,5.4043,2.569625671,1
METFORMIN,PD325901,SW837,12.51715,-16.38505489,1
METFORMIN,PD325901,SW620,28.525,-7.726737329,1
METFORMIN,PD325901,SKOV3,0,-7.435316858,1
METFORMIN,PD325901,SKMES1,17.1139,-4.716387194,1
METFORMIN,PD325901,SKMEL30,28.3269,1.593602956,1
METFORMIN,PD325901,RPMI7951,12.0919,-9.780385632,1
METFORMIN,PD325901,RKO,1.80095,-11.4270221,1
METFORMIN,PD325901,OVCAR3,3.37165,16.0442462,1
METFORMIN,PD325901,NCIH520,0.46035,-0.741471779,1
METFORMIN,PD325901,NCIH460,0.804,-5.74061525,1
METFORMIN,PD325901,NCIH23,8.4373,-12.91235215,1
METFORMIN,PD325901,NCIH2122,10.8756,-1.929988422,1
METFORMIN,PD325901,NCIH1650,0,-6.640139543,1
METFORMIN,PD325901,MSTO,8.21385,-1.719219585,1
METFORMIN,PD325901,MDAMB436,1.6694,-8.098221454,1
METFORMIN,PD325901,LOVO,21.87545,-15.73853283,1
METFORMIN,PD325901,LNCAP,1.8121,23.95325218,1
METFORMIN,PD325901,KPL1,0,-16.73572752,1
METFORMIN,PD325901,HT29,22.268,-9.460397991,1
METFORMIN,PD325901,HT144,20.21785,-3.810899035,1
METFORMIN,PD325901,HCT116,6.4851,-8.546474146,1
METFORMIN,PD325901,EFM192B,0,-15.3472795,1
METFORMIN,PD325901,DLD1,0,0.527436212,1
METFORMIN,PD325901,COLO320DM,0,-2.559217403,1
METFORMIN,PD325901,CAOV3,3.8944,4.99530082,1
METFORMIN,PD325901,A427,2.51245,-4.997991791,1
METFORMIN,PD325901,A375,22.98135,2.362455637,1
METFORMIN,PD325901,A2780,9.6209,-5.092944811,1
METFORMIN,PD325901,A2058,17.4712,26.4094776,1
METFORMIN,MK-8776,ZR751,0.69115,-37.64633317,0
METFORMIN,MK-8776,VCAP,3.06555,7.453821171,0
METFORMIN,MK-8776,UWB1289,33.69525,-5.480801174,0
METFORMIN,MK-8776,UACC62,3.22245,-3.804206068,0
METFORMIN,MK-8776,T47D,0.07595,10.84748484,0
METFORMIN,MK-8776,SW620,0,1.439374527,0
METFORMIN,MK-8776,SKOV3,18.18795,1.849016339,0
METFORMIN,MK-8776,SKMES1,36.87165,-0.741066877,0
METFORMIN,MK-8776,RPMI7951,28.9497,-2.391736684,0
METFORMIN,MK-8776,RKO,18.30145,4.111538254,0
METFORMIN,MK-8776,PA1,4.96715,-2.00679372,0
METFORMIN,MK-8776,OVCAR3,12.11895,1.789712225,0
METFORMIN,MK-8776,OV90,13.8157,3.136017793,0
METFORMIN,MK-8776,NCIH520,2.84795,-6.449294058,0
METFORMIN,MK-8776,NCIH460,0,-11.64385468,0
METFORMIN,MK-8776,NCIH23,23.39915,7.508484351,0
METFORMIN,MK-8776,NCIH1650,14.7157,4.311543805,0
METFORMIN,MK-8776,MSTO,12.2622,-38.45653539,0
METFORMIN,MK-8776,MDAMB436,20.64085,3.799104629,0
METFORMIN,MK-8776,LOVO,30.484,6.653447579,0
METFORMIN,MK-8776,LNCAP,10.98695,-2.496555726,0
METFORMIN,MK-8776,KPL1,7.3694,-11.63073861,0
METFORMIN,MK-8776,HT29,11.80825,-1.374302375,0
METFORMIN,MK-8776,HT144,5.94895,11.61512757,0
METFORMIN,MK-8776,HCT116,0.4364,-0.009923036,0
METFORMIN,MK-8776,EFM192B,15.51965,9.530880444,0
METFORMIN,MK-8776,DLD1,0.6166,0.275228587,0
METFORMIN,MK-8776,COLO320DM,12.52925,3.784653041,0
METFORMIN,MK-8776,CAOV3,22.3213,6.579868453,0
METFORMIN,MK-8776,A427,4.9741,-9.757976102,0
METFORMIN,MK-8776,A375,3.15155,-1.416816574,0
METFORMIN,MK-8776,A2780,9.3745,0.187683169,0
METFORMIN,MK-8776,A2058,6.1864,0.133987742,0
METFORMIN,MK-8669,ZR751,20.3772,17.05109046,0
METFORMIN,MK-8669,VCAP,1.97425,10.45863739,0
METFORMIN,MK-8669,UWB1289,11.6407,14.10110624,0
METFORMIN,MK-8669,UACC62,3.06245,0.453782285,0
METFORMIN,MK-8669,T47D,10.4666,54.12675087,0
METFORMIN,MK-8669,SW837,4.24285,-1.790586286,0
METFORMIN,MK-8669,SW620,2.53695,8.192450981,0
METFORMIN,MK-8669,SKMES1,7.10975,18.07509527,0
METFORMIN,MK-8669,SKMEL30,6.69805,21.24840171,0
METFORMIN,MK-8669,RPMI7951,17.35765,7.96297726,0
METFORMIN,MK-8669,RKO,11.85335,17.24359381,0
METFORMIN,MK-8669,PA1,1.23535,-1.835149928,0
METFORMIN,MK-8669,OVCAR3,3.3085,11.33229507,0
METFORMIN,MK-8669,OV90,16.7081,14.08970253,0
METFORMIN,MK-8669,NCIH520,17.09255,3.502724201,0
METFORMIN,MK-8669,NCIH460,0,2.42455715,0
METFORMIN,MK-8669,NCIH23,9.3019,8.257169786,0
METFORMIN,MK-8669,NCIH2122,2.69075,3.214004564,0
METFORMIN,MK-8669,NCIH1650,2.71975,12.30589068,0
METFORMIN,MK-8669,MSTO,1.28475,-2.560362393,0
METFORMIN,MK-8669,MDAMB436,8.4944,3.598025123,0
METFORMIN,MK-8669,LOVO,18.11965,18.38020477,0
METFORMIN,MK-8669,LNCAP,13.66985,14.43078664,0
METFORMIN,MK-8669,KPL1,13.4123,23.45401596,0
METFORMIN,MK-8669,HT29,6.07825,10.81988489,0
METFORMIN,MK-8669,HT144,0.84455,2.229479262,0
METFORMIN,MK-8669,HCT116,0,3.416476675,0
METFORMIN,MK-8669,ES2,5.35305,9.358636035,0
METFORMIN,MK-8669,EFM192B,12.9076,46.25636535,0
METFORMIN,MK-8669,DLD1,4.35065,6.960543189,0
METFORMIN,MK-8669,COLO320DM,4.5873,7.130775664,0
METFORMIN,MK-8669,CAOV3,3.9725,1.895787608,0
METFORMIN,MK-8669,A427,3.04065,10.924736,0
METFORMIN,MK-8669,A375,0.05045,10.03876775,0
METFORMIN,MK-8669,A2780,23.50405,7.903683746,0
METFORMIN,MK-8669,A2058,12.77865,26.63151347,0
METFORMIN,MK-5108,ZR751,5.82185,-11.51327879,2
METFORMIN,MK-5108,VCAP,8.03235,10.51458385,2
METFORMIN,MK-5108,UWB1289,12.14455,1.884996158,2
METFORMIN,MK-5108,UACC62,4.37705,2.24689499,2
METFORMIN,MK-5108,T47D,7.0773,31.27231388,2
METFORMIN,MK-5108,SW837,0.57255,1.755211654,2
METFORMIN,MK-5108,SW620,4.3981,3.501544189,2
METFORMIN,MK-5108,SKOV3,2.04635,9.269124429,2
METFORMIN,MK-5108,SKMES1,19.77895,1.654702882,2
METFORMIN,MK-5108,SKMEL30,2.02235,6.939654747,2
METFORMIN,MK-5108,RPMI7951,14.36645,2.988924247,2
METFORMIN,MK-5108,RKO,1.16615,9.300046609,2
METFORMIN,MK-5108,PA1,25.9832,1.761705339,2
METFORMIN,MK-5108,OVCAR3,1.3881,-9.998166854,2
METFORMIN,MK-5108,OV90,0.4996,2.558937482,2
METFORMIN,MK-5108,NCIH460,14.49035,-9.35414409,2
METFORMIN,MK-5108,NCIH23,16.1229,8.12611208,2
METFORMIN,MK-5108,NCIH1650,1.9658,2.777994788,2
METFORMIN,MK-5108,MSTO,2.8386,-2.618820865,2
METFORMIN,MK-5108,MDAMB436,1.2873,3.871300042,2
METFORMIN,MK-5108,LNCAP,11.08935,0.177240658,2
METFORMIN,MK-5108,KPL1,6.10555,-4.345311394,2
METFORMIN,MK-5108,HT29,1.5322,2.378211203,2
METFORMIN,MK-5108,HT144,1.63305,-1.675605829,2
METFORMIN,MK-5108,HCT116,13.77195,-0.517199083,2
METFORMIN,MK-5108,ES2,2.6055,-0.298554462,2
METFORMIN,MK-5108,EFM192B,4.49795,-2.737297126,2
